Key,Region,Season,Day,Prompt,LLM Result (raw),N Predicted Steps,MAE Penalised,MAE Matched,Step Coverage %,Extraction OK,Model,Prompting,Elapsed (s)
energy_DE_LU_2023-02-15_00:30,DE_LU,Winter,Thursday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Thursday. Is weekend: No.
Historical average load: 59003.35 M","Here are the predicted electricity loads (MW) for the next 48 time steps:

48.56, 47.23, 46.72, 45.31, 44.91, 44.56, 44.29, 43.98, 43.65, 43.38, 42.94, 42.68, 42.43, 42.15, 41.87, 41.63, 41.43, 41.32, 41.23, 41.19, 41.16, 41.14, 41.13, 41.12, 41.11, 41.11, 41.12, 41.13, 41.14, 41.15, 41.17, 41.19, 4",0,60029.8981,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,62.69
energy_DE_LU_2023-01-08_00:30,DE_LU,Winter,Monday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Monday. Is weekend: No.
Historical average load: 47822.45 MW.","58.45, 62.29, 55.92, 51.85, 48.77, 45.71, 42.65, 39.59, 36.53, 33.47, 30.41, 27.35, 24.29, 21.23, 18.17, 15.11, 12.05, 8.99, 5.93, 2.87, 0.81, -2.95, -5.08, -7.21, -8.34, -9.47, -10.6, -11.73, -12.86, -14.02, -15.16, -16.29, -17.42, -18.55, -19.68, -20.81, -21.94, -23.07, -24.2, -25.33, -26.46, -27.",42,58463.2200,59222.8086,87.5,False,llama3:8b-instruct-q2_K,zeroshot,64.62
energy_DE_LU_2023-03-27_01:30,DE_LU,Spring,Tuesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Tuesday. Is weekend: No.
Historical average load: 51753.26 MW","Here are the predicted electricity loads (MW) for the next 48 time steps:

54.34, 52.91, 55.82, 51.73, 58.41, 53.19, 56.95, 51.56, 59.28, 52.38, 57.98, 51.73, 58.51, 53.29, 55.95, 52.48, 54.92, 51.38, 57.91, 52.59, 59.35, 53.52, 56.09, 51.66, 58.34, 52.61, 55.93, 51.79, 57.98, 53.04, 54.89, 51.82, 5",0,58013.0287,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,64.68
energy_DE_LU_2023-02-16_00:30,DE_LU,Winter,Friday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Friday. Is weekend: No.
Historical average load: 59776.97 MW.","57643.12, 59113.45, 60563.78, 61893.41, 63223.95, 64553.67, 65883.31, 67213.95, 68543.59, 69873.23, 71102.87, 72332.51, 73662.15, 74991.79, 76321.43, 77651.07, 78980.71, 80310.35, 81640.99, 82969.63, 84298.27, 85627.91, 86956.55, 88285.19, 89613.83, 90932.47, 92251.11, 93580.65, 94909.29, 96237.93, ",0,59959.0390,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,61.65
energy_DE_LU_2023-01-09_00:30,DE_LU,Winter,Tuesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Tuesday. Is weekend: No.
Historical average load: 52819.01 MW","38.51, 39.27, 38.92, 39.65, 38.75, 38.93, 39.21, 38.59, 39.35, 38.82, 39.51, 38.95, 38.68, 39.26, 38.92, 39.14, 38.85, 39.33, 38.88, 39.21, 38.93, 39.14, 38.95, 39.25, 38.81, 39.31, 38.84, 39.28, 38.92, 39.22, 38.98, 39.29, 38.89, 39.27, 38.95, 39.25, 38.93, 39.22, 38.86, 39.28,",40,60552.7902,61134.6543,83.3,False,llama3:8b-instruct-q2_K,zeroshot,62.63
energy_DE_LU_2023-03-28_01:30,DE_LU,Spring,Wednesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Wednesday. Is weekend: No.
Historical average load: 58134.98 ","56.32, 63.19, 69.45, 74.91, 81.37, 87.65, 93.29, 98.54, 104.18, 109.52, 114.89, 120.37, 125.65, 131.29, 136.54, 142.09, 147.52, 152.89, 158.37, 163.65, 169.29, 174.54, 179.89, 185.37, 191.65, 197.29, 202.54, 208.89, 214.37, 220.65, 226.29, 232.54, 238.89, 244.37, 250.65",0,57403.8935,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,61.36
energy_DE_LU_2023-02-17_00:30,DE_LU,Winter,Saturday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Saturday. Is weekend: Yes.
Historical average load: 59937.86 ","Here are the predicted electricity loads (MW) for the next 48 time steps:

58.12, 51.29, 46.38, 43.71, 41.94, 40.69, 39.45, 38.35, 37.33, 36.38, 35.48, 34.66, 33.83, 33.11, 32.38, 31.67, 31.02, 30.39, 29.77, 29.22, 28.69, 28.13, 27.61, 27.11, 26.63, 26.19, 25.73, 25.33, 24.93, 24.58, 24.26, 23.96, 2",0,51581.8983,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,62.27
energy_DE_LU_2023-01-10_00:30,DE_LU,Winter,Wednesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Wednesday. Is weekend: No.
Historical average load: 59611.59 ","Here are the predicted electricity loads in MW, comma-separated:

57612.7, 57193.1, 56849.04, 56395.56, 55941.9, 55487.76, 55033.44, 54579.68, 54125.92, 53662.56, 53208.8, 52754.44, 52300.88, 51846.52, 51492.76, 51139.04, 50685.88, 50331.92, 49878.54, 49524.88, 49170.52, 48816.96, 48462.5, 48008.84,",0,61604.5542,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,65.84
energy_DE_LU_2023-03-29_01:30,DE_LU,Spring,Thursday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Thursday. Is weekend: No.
Historical average load: 57654.68 M","54.82192, 61.32121, 65.43221, 69.01179, 71.53238, 74.94211, 78.54119, 82.19191, 84.82182, 87.34158, 90.37151, 93.59238, 96.52289, 99.51261, 102.37111, 105.38142, 108.42151, 111.46281, 114.51361, 117.56421, 120.61729, 123.66219, 126.70759, 129.75319, 132.79149, 135.83239, 138.86381, 141.89551, 144.92",0,57808.0246,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,62.53
energy_DE_LU_2023-02-18_00:30,DE_LU,Winter,Sunday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Sunday. Is weekend: Yes.
Historical average load: 55962.41 MW","56068.51, 57332.09, 58585.59, 59939.01, 61296.38, 62459.81, 63629.33, 64791.85, 65961.37, 67138.91, 68397.53, 69565.15, 70633.67, 71892.19, 73049.71, 74206.23, 75363.75, 76520.28, 77777.9, 78935.32, 80092.94, 81249.56, 82406.08, 83563.6, 84720.12, 85877.54, 87034.96, 88292.38, 89550.0",0,47506.0546,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,58.76
energy_DE_LU_2023-01-11_00:30,DE_LU,Winter,Thursday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Thursday. Is weekend: No.
Historical average load: 61362.79 M","625.76, 654.43, 683.91, 712.29, 739.68, 765.02, 790.36, 815.71, 840.09, 864.49, 888.92, 912.37, 936.86, 961.36, 985.69, 1009.14, 1023.52, 1037.95, 1051.39, 1065.79, 1079.29, 1092.68, 1106.02, 1119.36, 1132.79, 1146.23, 1159.67, 1172.95, 1186.29, 1199.68, 1212.93, 1226.39, 1239.74, 1252.95, 1266.29, ",0,62898.6592,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,61.14
energy_DE_LU_2023-03-30_01:30,DE_LU,Spring,Friday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Friday. Is weekend: No.
Historical average load: 57222.37 MW.","57622.31, 59044.85, 60695.39, 62445.9, 63806.35, 65207.92, 66738.55, 68099.1, 69549.56, 71019.92, 72449.55, 73899.08, 75339.52, 76779.96, 78199.48, 79629.92, 81059.46, 82489.92, 83819.56, 85149.08, 86479.52, 87809.96, 89139.48, 90469.92, 91809.56, 93139.08, 94469.52, 95789.96, 97119.48",0,56087.4669,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,61.18
energy_DE_LU_2023-02-19_00:30,DE_LU,Winter,Monday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Monday. Is weekend: No.
Historical average load: 48981.98 MW.","44922.51, 44915.78, 44830.39, 44756.06, 44698.93, 44632.69, 44574.49, 44520.27, 44468.96, 44415.75, 44365.43, 44323.29, 44276.95, 44239.83, 44194.72, 44152.58, 44093.37, 44045.25, 43998.15, 43954.07, 43896.93, 43842.79, 43791.74, 43738.67, 43688.63, 43636.59, 43587.54, 43539.48, 43493.42, 43449.36, ",0,57655.5925,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,63.14
energy_DE_LU_2023-01-12_00:30,DE_LU,Winter,Friday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Friday. Is weekend: No.
Historical average load: 62305.57 MW.","Here are the next 48 electricity load forecasts:

48.72, 50.38, 51.04, 52.71, 54.38, 56.04, 58.71, 61.04, 64.38, 67.71, 70.04, 73.38, 76.71, 80.04, 83.38, 87.71, 92.04, 96.38, 101.71, 107.04, 113.38, 119.71, 126.04, 133.38, 141.71, 150.04, 159.38, 170.71, 182.04, 194.38, 206.71, 219.04, 231.38, 244.",0,61164.1348,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,67.02
energy_DE_LU_2023-03-31_01:30,DE_LU,Spring,Saturday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Saturday. Is weekend: Yes.
Historical average load: 57321.39 ","Here are the predicted electricity loads (MW):

25.23, 29.55, 33.87, 38.19, 42.51, 46.83, 51.15, 55.37, 59.59, 63.81, 68.03, 72.25, 76.47, 80.69, 84.91, 89.13, 93.35, 97.57, 101.79, 105.01, 108.23, 111.45, 114.67, 117.89, 121.11, 124.33, 127.55, 130.77, 133.99, 137.21, 140.43, 143.65, 146.87, 150.09",0,50429.2358,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,62.37
energy_DE_LU_2023-02-20_00:30,DE_LU,Winter,Tuesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Tuesday. Is weekend: No.
Historical average load: 52705.92 MW","52.3456, 53.2912, 54.2379, 55.1848, 56.1321, 57.0806, 58.0288, 59.0573, 60.0064, 61.0565, 62.0069, 63.0579, 64.0093, 65.0616, 66.0129, 67.0649, 68.0172, 69.0714, 70.0258, 71.0798, 72.0339, 73.0889, 74.0342, 75.0917, 76.0382, 77.0944, 78.0317, 79.0998, 80.0313",0,58354.3735,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,58.40
energy_DE_LU_2023-01-13_00:30,DE_LU,Winter,Saturday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Saturday. Is weekend: Yes.
Historical average load: 62180.35 ","62180.35, 62243.19, 62306.33, 62369.45, 62432.57, 62495.69, 62558.81, 62621.93, 62685.05, 62748.17, 62811.29, 62874.41, 62937.53, 62990.65, 63043.77, 63096.89, 63150.01, 63203.13, 63256.25, 63309.37, 63362.49, 63415.61, 63468.73, 63521.85, 63574.97, 63628.09, 63661.21, 63714.33, 63757.45, 63800.57",0,53470.0083,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,58.46
energy_DE_LU_2023-04-01_01:30,DE_LU,Spring,Sunday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Sunday. Is weekend: Yes.
Historical average load: 52783.12 MW","53085.71, 54182.38, 55377.01, 56843.92, 58292.55, 59935.98, 61561.29, 62982.95, 64391.51, 65793.04, 67095.58, 68393.11, 69783.55, 71183.95, 72584.39, 73983.82, 75381.26, 76779.69, 78178.12, 79575.55, 80972.97, 82369.41, 83766.85, 85163.29, 86559.72, 87956.16, 89352.59, 90748.02, 92144.45, 93540.88",0,46946.8750,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,59.30
energy_DE_LU_2023-02-21_00:30,DE_LU,Winter,Wednesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Wednesday. Is weekend: No.
Historical average load: 58524.3 M","54727.42, 55582.93, 56439.56, 57393.02, 58346.85, 59329.21, 60421.72, 61491.57, 62569.93, 63635.48, 64709.14, 65781.92, 66853.7, 67926.37, 69100.06, 70272.91, 71444.78, 72617.5, 73790.34, 74962.98, 76135.72, 77298.54, 78461.36, 79623.92, 80785.58, 81947.22, 83109.86, 84272.52, 85435.18, 86597.94, 87",0,57834.6127,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,63.85
energy_DE_LU_2023-02-22_00:30,DE_LU,Winter,Thursday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Thursday. Is weekend: No.
Historical average load: 57675.15 M","54112.39, 53379.13, 52391.94, 51413.67, 50625.38, 50059.14, 49739.96, 49582.91, 49437.62, 49385.94, 49459.13, 49630.94, 49994.28, 50361.42, 50729.96, 51191.14, 51653.38, 52016.94, 52381.95, 52830.59, 53294.96, 53952.14, 54516.59, 55152.88, 55803.39, 56461.14, 57129.94, 57796.59, 58559.13",0,58287.5075,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,63.05
Final Avg.,,,,,,,55169.1805,47998.4975,11.8,1.0%,llama3:8b-instruct-q2_K,zeroshot,
